weather_severity,rain_intensity,visibility,wind_severity,night_indicator,road_disruption,historical_incident_density,distance_to_emergency_service,nearby_service_density,tourist_area_indicator,area_activity_level,route_condition,time_of_day,risk_score
28.22,0.0,8.99,26.17,1.0,30.93,0.367,1.31,6.13,1.0,7.02,65.8,2.0,42.0
68.74,18.71,4.56,27.45,0.0,93.51,1.594,12.54,3.0,0.0,4.47,64.91,4.0,59.6
16.12,0.0,10.22,13.18,0.0,13.0,2.867,4.79,3.32,1.0,6.26,84.57,2.0,27.4
57.46,0.0,6.81,17.17,0.0,11.0,1.857,11.43,7.32,0.0,1.13,68.09,4.0,36.0
41.25,4.04,9.3,16.85,0.0,12.26,0.7,4.95,4.56,0.0,4.11,34.49,4.0,28.1
55.11,0.0,5.69,15.05,0.0,79.6,0.518,8.07,2.67,0.0,3.39,55.38,4.0,44.6
64.16,10.81,5.62,24.13,1.0,1.37,1.752,5.93,2.45,0.0,5.97,58.43,2.0,55.1
14.91,6.41,8.17,4.6,0.0,13.48,1.729,5.67,6.61,1.0,5.71,71.99,2.0,22.9
8.43,0.0,12.1,12.61,0.0,16.19,1.1,8.12,6.27,0.0,6.41,70.29,8.0,19.6
41.66,0.0,9.42,12.92,0.0,8.73,0.939,3.44,8.65,0.0,4.03,80.27,4.0,9.9
39.03,2.03,7.99,23.07,0.0,6.19,1.866,2.46,0.0,0.0,4.65,56.27,8.0,27.9
11.5,11.3,8.58,12.6,0.0,10.97,0.895,9.54,5.23,0.0,4.98,55.42,2.0,18.7
47.53,0.0,9.75,17.26,0.0,15.24,0.958,5.88,3.18,0.0,3.69,85.63,4.0,19.8
36.62,8.08,7.68,10.86,0.0,17.31,1.634,4.49,1.83,1.0,7.21,47.98,4.0,31.5
29.89,0.0,6.05,16.44,0.0,13.25,2.078,6.06,4.65,0.0,1.96,65.48,4.0,37.7
9.19,0.0,9.98,10.62,0.0,12.87,0.473,8.28,5.81,0.0,5.92,68.11,4.0,14.7
53.11,7.97,6.39,51.19,0.0,17.91,0.736,5.79,7.28,0.0,5.31,29.76,4.0,41.5
67.71,0.0,6.26,23.12,0.0,58.41,1.316,11.11,8.9,1.0,7.99,61.86,2.0,29.0
27.66,15.39,4.75,24.29,0.0,7.22,1.103,10.17,2.77,1.0,9.33,68.95,2.0,43.3
30.63,7.31,8.36,12.04,0.0,3.76,0.899,11.05,5.56,0.0,8.9,70.65,2.0,17.1
23.62,0.0,9.32,8.99,1.0,2.68,1.914,6.35,3.88,0.0,4.42,52.68,2.0,44.1
39.37,11.78,4.49,24.22,0.0,7.44,1.455,6.9,2.13,0.0,3.49,47.47,8.0,38.0
3.65,0.0,6.68,6.73,1.0,0.56,0.937,3.66,7.61,0.0,4.15,45.73,2.0,24.8
24.9,0.0,12.04,14.97,0.0,12.77,0.816,3.03,7.24,0.0,7.98,88.39,4.0,17.7
44.72,2.31,9.1,11.43,0.0,17.5,2.731,7.85,5.79,0.0,3.03,70.92,2.0,24.5
18.18,0.0,8.63,9.17,0.0,67.56,1.6,3.76,6.16,0.0,10.0,47.19,8.0,33.2
51.81,0.0,8.66,18.27,1.0,86.84,3.008,3.81,4.16,0.0,5.26,35.34,2.0,56.7
64.32,27.84,2.79,18.77,0.0,18.49,1.328,11.11,5.77,1.0,7.71,43.45,4.0,68.2
50.43,0.0,7.14,19.08,1.0,11.87,0.85,8.09,5.38,1.0,10.0,68.34,2.0,38.7
27.62,3.65,7.78,7.96,0.0,2.61,1.771,5.46,4.48,0.0,4.3,67.75,2.0,24.8
40.06,0.0,9.73,20.52,1.0,3.92,0.98,13.51,6.67,1.0,7.8,39.47,2.0,42.9
19.27,0.0,5.6,11.31,1.0,7.1,0.569,9.47,3.71,0.0,7.47,47.65,2.0,40.8
76.48,0.0,4.67,25.16,1.0,64.57,1.211,13.38,7.29,1.0,5.07,45.37,2.0,61.9
9.84,1.96,6.02,16.95,0.0,8.28,1.296,9.83,7.81,1.0,3.74,83.4,8.0,23.5
67.23,0.0,8.69,19.63,0.0,34.4,1.247,8.25,6.3,0.0,5.43,48.54,8.0,48.5
49.79,0.0,7.3,42.62,0.0,19.93,0.86,2.01,5.33,1.0,4.66,64.76,2.0,27.6
12.82,0.0,6.78,5.93,0.0,15.05,0.722,11.03,4.5,1.0,7.85,84.52,2.0,17.2
44.91,0.0,7.21,30.67,0.0,12.26,0.796,5.29,4.11,0.0,4.65,84.39,2.0,18.6
30.91,6.88,5.98,34.4,1.0,17.05,0.572,13.41,5.78,0.0,7.03,78.08,2.0,42.9
23.71,0.0,5.42,6.54,0.0,35.25,0.369,25.72,3.05,0.0,6.84,90.07,4.0,27.4
23.05,0.0,10.83,9.82,0.0,16.98,1.902,9.86,2.87,1.0,3.83,70.85,4.0,25.0
24.01,4.06,7.49,7.81,0.0,13.02,1.897,3.72,2.95,0.0,4.2,53.34,2.0,26.5
31.66,0.0,10.62,21.99,0.0,62.34,1.115,1.62,4.14,1.0,4.64,89.39,2.0,24.1
61.92,0.0,4.24,20.19,1.0,7.5,0.858,1.37,3.02,0.0,5.81,77.24,2.0,46.7
4.93,0.0,9.86,4.17,1.0,8.76,0.58,4.63,2.41,1.0,4.64,54.19,2.0,27.2
10.26,0.0,5.81,9.99,0.0,3.21,0.309,7.85,3.41,0.0,7.11,78.57,4.0,20.5
8.03,0.0,13.65,11.06,0.0,70.52,0.257,1.51,4.78,1.0,3.77,24.46,4.0,21.3
50.14,0.0,4.04,36.39,0.0,15.3,0.787,7.24,4.35,1.0,6.79,69.81,8.0,35.1
31.37,0.0,11.65,31.76,0.0,12.8,1.313,8.09,5.51,0.0,3.45,28.29,4.0,34.7
12.93,0.0,8.57,7.15,0.0,6.32,0.259,14.67,7.21,0.0,4.11,54.09,4.0,11.1
25.87,0.0,7.86,7.79,0.0,10.28,1.35,1.98,5.6,0.0,3.97,57.08,4.0,17.6
36.48,8.6,8.05,21.55,0.0,7.45,1.23,11.06,2.58,1.0,7.03,47.66,4.0,31.3
12.49,0.0,6.75,10.27,0.0,4.78,1.015,21.04,7.24,1.0,4.8,68.44,2.0,23.2
30.69,0.0,9.65,33.06,0.0,78.39,0.96,9.36,4.76,0.0,4.05,43.29,8.0,30.6
34.92,0.0,9.67,34.77,1.0,83.14,1.186,8.4,5.55,0.0,8.46,57.14,2.0,53.6
3.03,0.0,8.93,13.89,1.0,77.21,0.663,5.21,5.82,0.0,5.12,78.86,2.0,31.0
42.34,4.94,7.64,20.75,0.0,0.03,0.491,8.06,5.49,0.0,8.21,51.58,4.0,31.8
54.33,7.84,10.29,24.7,0.0,0.76,2.653,2.06,8.96,0.0,4.83,81.66,4.0,27.0
38.85,5.95,8.42,19.68,0.0,3.73,0.799,17.87,4.7,0.0,3.95,100.0,4.0,8.4
19.45,0.0,6.85,15.77,0.0,15.0,0.677,9.24,7.17,0.0,2.67,68.28,2.0,22.8
28.0,0.0,9.66,12.39,0.0,14.67,0.968,4.48,5.06,0.0,6.0,38.26,8.0,29.0
15.92,0.0,7.45,8.77,0.0,8.35,2.66,14.34,5.2,0.0,8.09,74.71,8.0,27.6
37.19,0.0,6.42,15.19,1.0,19.97,1.719,2.42,4.32,0.0,7.18,62.1,2.0,39.8
50.36,0.0,8.51,48.7,0.0,10.11,1.259,4.29,1.69,1.0,8.32,92.81,4.0,24.7
17.54,16.26,4.5,4.65,0.0,13.14,0.844,4.05,6.31,1.0,9.65,46.51,8.0,30.7
31.38,0.0,8.15,12.6,1.0,32.57,0.749,2.45,6.57,1.0,8.51,60.74,2.0,40.0
26.59,0.0,9.55,12.44,1.0,18.62,1.205,3.45,0.0,1.0,8.92,61.66,2.0,45.1
36.89,0.0,11.71,21.66,1.0,2.57,0.717,5.85,4.92,1.0,8.68,65.99,2.0,26.2
43.35,11.32,7.62,15.29,1.0,1.1,1.025,2.84,5.23,0.0,6.81,57.96,2.0,39.0
27.77,0.0,5.23,34.26,1.0,11.0,2.017,4.45,4.97,1.0,4.92,67.55,2.0,48.0
12.61,1.52,5.81,25.54,0.0,13.1,0.731,10.24,5.98,1.0,5.89,81.25,4.0,17.9
18.41,0.0,11.9,33.08,1.0,16.76,1.194,2.3,4.13,0.0,8.67,66.56,2.0,39.7
28.31,0.0,6.88,17.41,1.0,49.56,0.756,11.01,5.4,1.0,5.81,73.48,2.0,34.6
39.62,0.0,4.78,35.56,0.0,42.37,0.811,2.97,8.83,0.0,2.89,81.66,2.0,24.7
57.79,0.0,5.26,18.36,0.0,68.69,2.164,4.0,1.35,1.0,8.1,52.57,8.0,59.0
65.93,2.36,8.33,25.42,0.0,15.62,1.776,5.33,6.14,1.0,6.67,35.81,4.0,36.7
9.39,0.0,8.94,3.03,0.0,5.75,1.633,7.77,4.27,1.0,10.0,61.11,4.0,18.9
48.97,0.0,8.83,26.18,0.0,17.18,1.377,20.1,3.89,1.0,4.23,44.77,2.0,36.2
28.26,0.0,8.09,20.79,0.0,2.4,0.996,6.26,7.88,0.0,2.65,87.97,4.0,9.0
72.66,0.0,4.61,28.61,0.0,8.49,0.69,3.04,5.16,0.0,8.92,68.25,8.0,42.4
24.0,2.11,4.45,13.01,0.0,14.24,0.489,30.46,4.58,0.0,3.21,78.0,2.0,23.0
40.87,0.0,6.1,28.22,1.0,7.13,0.57,5.9,5.3,0.0,3.83,79.01,2.0,42.0
41.37,14.76,6.23,35.16,1.0,13.27,0.924,15.17,2.56,0.0,4.41,87.74,2.0,52.4
29.12,0.0,5.76,44.68,1.0,19.67,1.114,11.69,7.78,1.0,2.5,83.53,2.0,49.9
44.24,0.0,9.64,24.36,0.0,0.86,0.612,3.27,6.2,0.0,6.03,49.64,8.0,20.3
4.44,0.0,6.87,9.51,1.0,0.65,0.247,7.14,3.57,0.0,2.31,54.14,2.0,27.7
16.87,0.0,5.19,9.5,0.0,12.04,0.671,16.86,3.94,0.0,6.2,66.75,4.0,20.5
23.03,0.0,8.31,20.65,0.0,90.34,0.358,11.97,5.13,0.0,1.94,83.72,2.0,31.9
19.28,0.0,9.94,8.7,0.0,60.88,1.903,3.7,6.95,0.0,6.44,34.83,8.0,33.1
14.04,6.5,10.78,17.58,0.0,9.31,0.394,24.54,3.02,1.0,6.58,67.97,4.0,29.1
12.02,2.99,5.06,7.04,0.0,4.52,0.646,6.94,3.2,1.0,6.67,81.09,4.0,26.0
48.47,0.0,10.39,20.86,0.0,73.22,0.742,3.95,6.23,0.0,6.23,52.16,4.0,32.8
34.12,0.0,8.35,11.95,1.0,0.09,0.824,28.57,3.77,0.0,6.78,100.0,2.0,36.1
5.47,0.0,7.59,7.14,1.0,10.49,0.134,22.78,4.23,1.0,7.18,54.97,2.0,33.2
28.74,0.0,9.5,20.08,0.0,16.32,2.074,9.48,5.71,1.0,6.97,60.26,4.0,29.9
19.78,0.0,11.12,24.91,0.0,92.52,2.268,12.86,1.53,0.0,3.99,66.8,2.0,41.1
34.08,0.0,4.62,15.23,1.0,8.81,0.476,13.82,6.86,1.0,7.8,62.02,2.0,37.9
72.44,10.21,4.74,19.01,1.0,76.53,1.382,5.91,3.53,0.0,7.8,67.43,2.0,68.2
12.5,3.72,7.09,4.08,1.0,13.55,0.951,11.57,9.27,1.0,8.05,91.9,2.0,32.9
16.68,0.0,9.75,30.44,0.0,84.05,0.814,1.65,9.09,0.0,2.74,50.19,2.0,19.8
17.3,7.02,10.56,58.63,1.0,14.84,1.732,5.58,8.09,1.0,7.03,22.64,2.0,51.6
18.39,0.0,8.6,12.83,1.0,9.97,1.342,12.67,3.31,0.0,3.7,92.41,2.0,25.0
7.11,0.0,8.2,2.83,0.0,18.21,0.502,6.49,2.69,1.0,4.79,90.69,8.0,17.4
32.37,0.0,8.92,11.14,1.0,19.75,1.463,1.47,4.48,0.0,4.45,33.35,2.0,37.8
17.11,11.68,6.62,6.92,1.0,14.34,0.561,1.27,6.86,1.0,7.81,65.93,2.0,32.0
25.82,0.0,3.89,31.73,0.0,38.44,0.381,10.52,6.8,1.0,8.32,64.61,8.0,33.8
18.3,0.0,9.49,10.54,0.0,18.81,2.198,11.19,4.62,1.0,7.97,59.26,4.0,27.2
71.71,10.73,7.53,100.0,1.0,11.4,3.052,12.83,0.0,0.0,3.61,74.4,2.0,74.0
34.64,0.0,10.11,11.21,0.0,5.88,0.499,10.37,5.33,0.0,3.17,69.58,8.0,10.5
34.28,11.11,4.33,11.46,1.0,14.66,1.02,25.32,1.59,0.0,2.43,65.51,2.0,48.1
42.37,2.43,8.65,16.52,0.0,3.31,1.922,11.42,5.6,0.0,4.75,73.98,2.0,26.3
31.86,0.0,11.11,13.24,0.0,77.2,0.945,7.69,4.96,0.0,6.12,91.54,4.0,24.2
75.58,0.0,11.79,41.0,0.0,7.96,1.19,4.17,2.75,1.0,7.93,53.15,4.0,36.0
34.27,0.0,8.93,18.15,0.0,40.08,1.162,11.84,8.92,1.0,5.13,49.63,4.0,30.9
17.53,0.0,10.44,20.19,0.0,8.67,1.136,2.55,5.19,0.0,8.27,83.63,2.0,11.9
21.88,0.0,6.36,17.42,0.0,12.45,0.88,13.29,6.56,1.0,7.46,81.63,2.0,18.0
52.72,12.6,3.66,25.12,0.0,17.29,1.935,6.06,7.33,0.0,6.5,46.75,8.0,39.2
13.61,6.06,9.84,10.89,0.0,2.72,0.911,4.92,3.32,1.0,8.07,56.09,2.0,16.0
2.98,0.0,4.84,24.22,0.0,13.54,0.561,1.34,5.58,0.0,2.18,59.19,2.0,19.3
16.83,0.0,8.81,23.82,0.0,13.51,2.613,4.23,1.84,0.0,6.47,56.91,4.0,29.2
51.69,0.0,10.31,16.75,0.0,11.01,0.751,17.59,4.75,1.0,9.95,48.34,2.0,26.4
40.4,0.0,9.21,16.19,0.0,18.13,1.266,2.29,3.41,0.0,3.06,92.49,8.0,16.5
41.47,0.0,9.17,13.72,0.0,10.59,0.911,2.96,4.79,0.0,3.11,54.95,8.0,20.5
8.62,0.0,8.64,12.17,0.0,3.16,0.991,2.98,4.67,0.0,5.85,74.59,4.0,11.7
7.64,0.0,7.95,14.94,0.0,13.42,0.332,3.27,3.26,0.0,5.16,67.49,2.0,5.8
13.61,0.0,12.9,8.73,1.0,8.34,0.351,9.05,7.03,0.0,6.03,69.89,2.0,26.9
37.55,0.0,10.34,15.59,1.0,19.83,1.098,6.5,6.11,0.0,2.94,72.95,2.0,31.1
37.39,0.0,9.57,13.13,1.0,16.27,1.252,12.28,4.75,1.0,8.39,55.93,2.0,39.2
5.61,0.0,8.89,4.38,0.0,2.74,0.131,4.21,10.0,0.0,1.87,70.52,4.0,2.5
34.02,5.32,6.17,14.47,0.0,7.47,1.17,4.35,2.52,0.0,4.34,28.36,2.0,32.3
47.43,0.0,9.74,19.54,0.0,3.14,0.968,30.5,2.24,1.0,7.63,46.06,4.0,26.6
70.01,2.42,6.0,21.22,0.0,18.09,0.692,7.29,8.22,1.0,5.57,70.25,4.0,27.2
23.18,14.97,6.67,8.53,0.0,0.61,0.411,18.52,7.01,0.0,5.14,64.31,4.0,19.7
10.38,6.21,9.18,46.92,0.0,70.81,0.292,1.17,7.52,0.0,7.13,36.7,4.0,22.0
21.11,0.0,8.79,10.86,0.0,4.12,0.861,6.71,8.19,0.0,3.4,61.66,2.0,16.3
27.51,0.0,11.27,17.73,0.0,9.07,0.278,4.88,8.07,1.0,6.25,84.02,4.0,16.2
69.11,12.33,2.81,32.31,0.0,15.85,1.472,2.58,3.22,0.0,0.38,100.0,4.0,38.9
11.06,0.0,8.8,14.7,1.0,0.47,0.588,12.0,4.7,0.0,5.33,42.79,2.0,29.5
55.97,0.0,11.6,30.41,1.0,74.74,2.983,3.72,6.57,0.0,7.6,37.23,2.0,70.2
24.78,0.0,10.05,16.32,0.0,16.73,0.25,14.7,2.09,0.0,2.95,100.0,2.0,11.3
34.76,0.0,7.56,10.09,0.0,5.85,0.707,4.88,3.47,1.0,6.03,65.82,2.0,15.9
26.54,0.0,9.8,17.24,1.0,6.19,0.262,8.47,8.95,0.0,7.05,79.99,2.0,28.4
91.25,0.0,6.17,29.48,0.0,5.66,1.344,5.38,2.44,0.0,7.89,72.8,8.0,34.9
27.54,0.0,11.11,10.43,0.0,13.65,0.632,8.35,6.13,0.0,4.88,74.57,2.0,16.2
6.69,0.0,10.44,36.66,1.0,17.71,1.621,10.38,5.14,0.0,3.17,49.41,2.0,34.6
33.21,2.39,5.98,9.18,1.0,79.69,0.623,21.17,6.03,1.0,6.12,58.55,2.0,51.5
25.72,0.0,8.71,20.02,0.0,19.44,0.44,11.12,2.28,1.0,8.08,62.13,2.0,22.8
19.4,0.0,9.26,17.79,0.0,3.06,0.556,3.34,6.11,0.0,3.66,83.96,2.0,3.7
18.03,0.0,9.4,33.21,1.0,17.43,0.888,9.25,1.29,0.0,4.03,95.35,2.0,39.0
37.29,0.0,8.52,20.99,1.0,7.08,0.834,7.69,4.29,1.0,5.55,57.95,2.0,39.3
58.89,0.0,8.36,19.77,0.0,3.39,1.468,5.36,4.74,0.0,6.87,75.77,4.0,23.9
13.73,0.0,9.43,4.21,0.0,13.58,1.129,4.04,5.53,0.0,5.3,69.92,4.0,11.7
15.67,2.74,6.76,4.95,0.0,5.04,0.5,10.5,7.69,0.0,3.89,76.64,4.0,6.8
40.35,6.66,6.08,15.77,0.0,2.8,0.621,1.92,3.1,0.0,5.19,76.16,8.0,30.3
44.1,0.0,7.17,36.21,1.0,51.82,1.136,2.97,7.03,0.0,5.92,78.92,2.0,44.2
50.88,5.87,6.96,14.04,1.0,3.53,1.713,17.43,8.14,0.0,1.76,59.22,2.0,32.8
14.61,0.0,8.06,14.0,0.0,10.43,0.194,11.77,3.4,0.0,5.86,37.76,8.0,22.1
37.83,2.28,9.8,32.73,1.0,59.04,1.06,4.51,1.37,1.0,9.56,48.45,2.0,53.9
34.97,6.92,5.2,41.59,0.0,0.08,0.759,6.34,4.29,0.0,3.52,60.96,8.0,38.6
27.01,0.0,4.72,13.88,0.0,7.34,0.442,5.48,7.57,0.0,3.53,90.02,4.0,27.9
52.27,3.65,10.93,33.87,0.0,12.34,1.352,10.25,7.78,0.0,7.2,82.18,8.0,31.3
30.79,0.0,6.44,13.34,0.0,9.77,0.616,14.34,3.43,1.0,3.24,98.91,4.0,28.8
10.43,0.0,10.89,16.52,1.0,11.8,1.557,1.43,5.35,1.0,10.0,67.76,2.0,37.1
59.4,12.13,6.98,29.12,0.0,0.47,2.639,5.63,6.63,0.0,2.89,86.29,4.0,36.0
8.74,0.0,7.17,5.5,0.0,10.67,0.31,9.0,7.22,0.0,4.05,68.98,8.0,10.8
27.62,0.0,7.91,16.98,0.0,13.2,0.872,11.05,6.64,1.0,5.1,51.75,4.0,25.8
51.78,0.0,6.88,30.99,0.0,11.97,0.868,9.29,8.14,1.0,4.62,50.63,4.0,29.8
23.31,9.17,7.91,27.7,0.0,0.85,0.59,1.5,6.76,0.0,5.71,14.36,8.0,23.9
12.3,0.0,7.1,15.56,0.0,2.1,0.593,3.51,4.93,1.0,7.99,78.32,4.0,18.0
22.34,0.0,7.98,22.69,1.0,13.77,0.667,4.79,5.59,1.0,5.62,95.53,2.0,29.0
49.92,3.77,6.98,16.66,1.0,2.91,2.324,12.48,5.52,1.0,4.13,81.98,2.0,40.4
13.41,0.0,10.8,26.7,0.0,6.2,1.309,6.08,6.51,0.0,4.05,75.38,8.0,14.8
40.03,0.0,6.98,29.28,0.0,8.91,2.201,6.94,1.89,1.0,7.94,88.25,4.0,32.7
41.84,0.0,5.79,25.63,0.0,8.81,0.564,13.72,3.71,1.0,6.96,51.52,8.0,33.2
22.02,0.0,7.25,10.06,0.0,82.6,1.418,8.72,5.79,0.0,5.51,59.8,8.0,37.9
25.69,0.0,8.96,15.72,0.0,9.03,1.0,3.15,6.94,0.0,4.33,63.94,2.0,15.2
55.44,11.41,2.42,20.44,1.0,8.44,1.706,10.87,7.09,0.0,0.46,78.64,2.0,57.5
59.41,0.0,9.61,21.96,0.0,5.63,0.759,23.09,0.0,0.0,1.77,60.91,4.0,34.5
34.46,0.0,8.01,24.95,0.0,91.9,0.445,2.97,7.68,1.0,9.13,88.46,2.0,33.3
47.79,0.0,8.43,27.1,1.0,14.61,0.67,17.13,5.33,0.0,5.47,93.87,2.0,26.7
24.85,0.0,8.69,6.74,0.0,19.84,0.542,5.03,1.69,1.0,4.86,39.52,4.0,25.4
1.78,6.92,6.78,4.9,0.0,19.38,0.6,5.73,3.53,0.0,4.8,100.0,2.0,18.7
14.11,0.0,6.41,16.45,1.0,38.87,1.769,5.55,1.47,1.0,10.0,68.32,2.0,49.5
2.66,0.0,7.52,7.98,1.0,4.71,1.112,11.14,5.77,0.0,3.81,71.57,2.0,26.9
25.88,4.22,4.7,8.82,0.0,93.74,0.514,7.42,4.17,0.0,5.01,66.93,2.0,40.9
2.94,0.0,9.61,22.04,0.0,6.67,0.574,3.0,3.93,1.0,8.25,84.77,4.0,18.2
9.05,0.0,8.4,86.21,0.0,3.84,0.807,27.26,9.99,0.0,3.73,45.32,4.0,25.8
22.38,0.0,5.26,7.94,0.0,52.58,0.202,9.37,6.27,0.0,10.0,78.66,2.0,17.2
67.02,0.0,5.76,17.37,0.0,1.12,1.799,7.17,7.26,1.0,6.7,63.3,2.0,39.0
41.46,2.99,8.7,41.58,1.0,7.91,1.395,10.0,4.51,0.0,7.34,100.0,2.0,41.3
26.54,3.07,10.42,10.43,0.0,16.02,1.19,2.23,5.11,0.0,6.55,28.18,4.0,22.6
39.98,1.84,5.01,27.25,0.0,0.16,0.795,8.9,4.86,0.0,6.6,65.57,8.0,37.2
21.71,0.0,12.67,9.13,0.0,0.0,1.544,6.92,7.13,0.0,6.36,57.47,4.0,13.9
49.86,6.46,4.81,49.06,1.0,3.52,1.13,2.46,7.11,0.0,1.85,73.12,2.0,47.3
5.02,0.0,5.44,19.78,0.0,78.65,0.821,3.03,5.29,0.0,2.26,53.94,2.0,30.8
31.86,0.0,11.56,11.72,1.0,66.05,1.884,6.6,3.14,1.0,10.0,51.55,2.0,52.7
39.07,0.0,5.75,12.85,0.0,3.21,0.858,7.87,8.04,1.0,5.09,39.05,4.0,28.9
22.68,10.75,10.08,9.14,0.0,7.97,0.289,11.14,5.3,0.0,8.71,61.0,2.0,27.2
26.53,8.21,5.89,12.31,0.0,12.76,1.663,1.49,1.04,0.0,2.23,81.96,8.0,30.6
34.17,0.0,7.39,30.62,0.0,4.86,0.416,6.06,10.0,0.0,4.24,76.34,8.0,16.4
6.18,0.0,6.2,2.32,0.0,82.4,0.62,5.99,5.84,1.0,7.36,54.8,4.0,30.0
65.46,4.36,9.07,20.82,0.0,17.74,0.66,4.61,5.23,0.0,4.28,54.99,4.0,22.9
10.14,11.97,9.54,21.39,0.0,4.38,0.341,4.26,0.95,1.0,8.56,56.37,2.0,21.7
50.91,0.0,6.15,32.04,0.0,17.86,1.272,13.42,6.82,0.0,8.94,50.08,2.0,28.9
38.21,0.0,7.7,33.54,1.0,40.18,1.546,2.64,1.97,0.0,3.53,55.41,2.0,46.0
6.71,0.0,10.12,3.31,1.0,18.55,1.53,6.25,8.98,0.0,3.06,73.07,2.0,30.3
9.74,0.0,7.76,9.35,1.0,9.64,1.619,17.17,0.1,0.0,5.84,72.88,2.0,39.2
11.65,0.0,11.38,7.04,0.0,14.43,1.523,3.31,6.87,0.0,5.96,55.5,8.0,15.7
16.71,7.45,7.39,37.66,0.0,4.93,0.764,7.84,8.37,1.0,5.03,45.37,4.0,21.8
17.86,0.0,7.43,14.62,0.0,1.29,1.727,9.71,5.56,1.0,10.0,96.83,8.0,26.6
59.75,6.16,3.3,18.08,0.0,10.4,0.863,10.7,5.3,1.0,5.4,60.11,8.0,38.5
17.67,4.7,5.32,36.35,0.0,53.1,0.222,3.35,5.7,1.0,8.46,45.22,8.0,37.0
14.57,0.0,9.74,11.43,0.0,15.58,1.039,2.47,1.14,1.0,7.08,70.46,4.0,19.1
10.98,6.65,8.34,12.67,0.0,10.13,0.26,12.82,3.8,1.0,9.1,61.39,2.0,24.5
51.07,14.93,7.31,50.68,1.0,1.27,0.656,5.94,5.65,1.0,5.02,91.55,2.0,42.1
8.0,0.0,7.63,12.59,0.0,14.39,0.314,12.3,6.92,1.0,8.24,54.51,4.0,20.9
53.22,0.0,4.12,39.11,1.0,9.72,0.752,25.09,6.95,0.0,1.0,48.31,2.0,53.7
60.07,0.0,6.21,20.81,0.0,51.64,1.473,4.47,2.8,0.0,4.76,61.35,2.0,49.2
19.11,9.03,11.42,22.75,0.0,11.26,2.069,16.57,6.72,1.0,5.73,65.59,4.0,34.2
46.27,1.03,5.56,22.89,0.0,15.78,1.577,5.62,6.58,1.0,7.87,56.45,4.0,36.9
26.12,0.0,8.14,27.34,1.0,2.81,0.486,2.43,0.51,1.0,10.0,61.5,2.0,36.0
10.25,0.0,3.87,12.68,0.0,2.27,0.538,4.69,1.63,0.0,3.39,79.08,8.0,19.1
31.71,4.42,6.48,17.77,0.0,3.42,0.31,16.08,7.07,0.0,5.55,90.67,4.0,14.1
41.91,0.0,6.91,35.23,0.0,79.63,0.874,15.47,5.02,0.0,4.03,35.52,2.0,37.2
42.9,1.15,8.24,15.12,0.0,15.0,1.235,7.93,7.51,1.0,9.82,63.04,2.0,20.1
26.54,14.17,5.87,11.64,0.0,11.87,1.558,9.5,9.32,0.0,5.79,79.75,4.0,25.1
4.11,0.0,5.84,43.69,1.0,33.74,0.285,5.84,7.83,0.0,4.23,82.14,2.0,29.7
4.86,0.0,7.53,5.32,0.0,82.1,1.394,20.97,3.92,1.0,8.6,79.86,4.0,37.3
19.85,5.15,7.38,11.02,1.0,0.91,0.483,6.08,4.1,0.0,2.88,45.43,2.0,35.6
45.81,17.36,3.55,15.6,0.0,4.14,1.727,11.73,4.8,0.0,5.53,65.04,2.0,35.0
15.71,0.0,6.83,9.14,1.0,17.76,1.454,4.22,6.31,1.0,6.6,73.97,2.0,30.4
29.91,0.0,10.11,8.96,1.0,62.54,2.171,7.18,7.7,1.0,8.4,40.84,2.0,49.1
21.29,23.47,4.3,20.38,1.0,53.92,3.498,0.59,1.27,0.0,1.13,62.35,2.0,68.1
14.36,0.0,9.45,21.02,0.0,3.78,0.492,5.63,5.32,1.0,5.46,38.84,4.0,10.9
21.06,0.0,8.01,5.63,0.0,3.57,1.394,8.97,7.08,1.0,6.44,51.19,2.0,28.6
36.33,8.71,4.41,15.53,1.0,0.61,0.777,10.44,7.85,0.0,1.9,38.99,2.0,44.9
7.53,0.0,8.11,8.16,0.0,73.68,0.265,11.74,7.84,1.0,3.44,45.49,2.0,22.3
12.55,0.0,9.21,5.6,1.0,14.61,1.016,8.41,1.27,1.0,9.29,18.26,2.0,37.7
48.61,0.0,11.02,14.52,1.0,7.52,1.496,9.17,1.2,0.0,4.67,82.67,2.0,45.6
8.08,0.0,7.21,8.17,0.0,15.11,0.58,7.46,6.11,0.0,7.75,71.45,4.0,13.8
36.82,3.05,7.36,33.64,0.0,5.66,0.578,13.78,8.88,0.0,4.96,66.25,2.0,13.4
15.76,0.0,10.35,15.66,1.0,6.84,1.055,8.44,5.63,1.0,9.37,49.6,2.0,34.5
8.34,0.0,11.27,14.19,0.0,17.68,0.342,12.67,4.99,0.0,2.76,28.72,8.0,21.7
27.73,0.0,6.87,11.71,0.0,62.49,0.786,2.77,2.41,1.0,8.36,66.64,2.0,33.1
44.66,0.0,7.35,13.68,0.0,17.09,1.47,9.5,3.48,0.0,2.13,48.73,4.0,36.1
9.82,0.0,10.93,40.33,1.0,4.93,0.954,6.07,3.0,1.0,7.85,65.03,2.0,33.4
39.43,0.0,8.84,33.4,0.0,60.56,1.546,1.19,4.46,0.0,9.54,73.84,2.0,30.8
12.0,0.0,10.71,25.38,0.0,4.56,0.446,1.67,3.64,1.0,6.32,36.76,2.0,16.9
